주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,장애인전용주차구역보유여부,데이터기준일자,제공기관코드,제공기관명
232-1-000043,김포물류단지 북측 노상,공영,노상,,경기도 김포시 고촌읍 전호리 647,270,1,미시행,평일+토요일,09:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,"대형(버스, 화물) 주차 불가",김포도시관리공사,031-996-6584,37.60068067,126.7854127,Y,2026-04-17,4090000,경기도 김포시
232-1-000040,김포물류단지 남측 노상,공영,노상,,경기도 김포시 고촌읍 전호리 755,319,1,미시행,평일+토요일,09:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,대형버스 4면 주차가능,김포도시관리공사,031-996-6584,37.59164146,126.7934664,Y,2026-04-17,4090000,경기도 김포시
232-1-000039,장기노상 주차장,공영,노상,,경기도 김포시 장기동 1864,47,1,미시행,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,"대형(버스, 화물) 주차 불가",김포도시관리공사,031-996-6584,37.64518933,126.6693993,Y,2026-04-17,4090000,경기도 김포시
232-1-000038,장기먹자 노상주차장,공영,노상,,경기도 김포시 장기동 1783,110,1,미시행,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,"대형(버스, 화물) 주차 불가",김포도시관리공사,031-996-6584,37.64328012,126.6732988,Y,2026-04-17,4090000,경기도 김포시
232-1-000037,장기산타 노상주차장,공영,노상,,경기도 김포시 장기동 1796,42,1,미시행,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,"대형(버스, 화물) 주차 불가",김포도시관리공사,031-996-6584,37.64411536,126.667718,N,2026-04-17,4090000,경기도 김포시
232-1-000035,사우노상3구역 노상주차장,공영,노상,,경기도 김포시 사우동 946,61,1,미시행,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,"대형(버스, 화물) 주차 불가",김포도시관리공사,031-996-6584,37.62016481,126.7179937,Y,2026-04-17,4090000,경기도 김포시
232-1-000034,사우노상2구역 노상주차장,공영,노상,,경기도 김포시 사우동 971,96,1,미시행,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,"대형(버스, 화물) 주차 불가",김포도시관리공사,031-996-6584,37.62093554,126.7162165,Y,2026-04-17,4090000,경기도 김포시
232-1-000033,사우노상1구역 노상주차장,공영,노상,,경기도 김포시 사우동 1044,78,1,미시행,평일+토요일,10:00,19:00,10:00,19:00,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,"대형(버스, 화물) 주차 불가",김포도시관리공사,031-996-6584,37.62199859,126.714572,Y,2026-04-17,4090000,경기도 김포시
232-1-000014,장기상가 노상주차장,공영,노상,,경기도 김포시 장기동 1864,47,1,미시행,평일+토요일,10:00,19:00,00:00,23:59,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,"대형(버스, 화물) 주차 불가",김포도시관리공사,031-980-2330,37.64518933,126.6693993,N,2026-04-17,4090000,경기도 김포시
232-1-000010,고촌노상 주차장,공영,노상,,경기도 김포시 고촌읍 신곡리 578-2,17,1,미시행,평일+토요일,10:00,22:00,10:00,22:00,00:00,00:00,유료,30,600,10,300,,7000,60000,현금+신용카드,"대형(버스, 화물) 주차 불가",김포도시관리공사,031-996-6584,37.59903325,126.7716423,N,2026-04-17,4090000,경기도 김포시
232-2-000000,양곡근린공원 공영주차장,공영,노외,,경기도 김포시 양곡리 1331,35,1,미시행,평일+토요일,00:00,23:59,00:00,23:59,00:00,00:00,유료,30,600,10,300,,7000,80000,신용카드,,김포도시관리공사,031-996-6584,37.65335144,126.6296325,Y,2026-04-17,4090000,경기도 김포시
123-2-000030,삼전근린공원,공영,노외,서울특별시 송파구 백제고분로 240,서울특별시 송파구 삼전동 62-1,166,3,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5,150,0,0,140000,카드,*면제 - 모범납세자·성실납세증·구정유공주민 표지 부착차량(1년간)*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.50179376,127.0933314,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000020,풍납유수지,공영,노외,서울특별시 송파구 올림픽로41길 108,서울특별시 송파구 풍납동 387,309,2,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,300,5,300,0,0,0,카드,*면제 - 모범납세자·성실납세증·구정유공주민 표지 부착차량(1년간)*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.52515748,127.109524,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000011,문정근린공원,공영,노외,서울특별시 송파구 문정로 지하12,서울특별시 송파구 문정동 38-3,290,3,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5,150,0,0,120000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.48594949,127.1238939,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000010,거여동공영,공영,노외,서울특별시 송파구 오금로68길 8,서울특별시 송파구 거여동 33-16,123,5,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5,50,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.49228385,127.1503534,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000009,풍납2공영,공영,노외,서울특별시 송파구 풍성로5길 16,서울특별시 송파구 풍납동 175,80,5,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5,50,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.53610381,127.1159657,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000008,풍납1공영,공영,노외,서울특별시 송파구 풍성로25나길 6,서울특별시 송파구 풍납동 154,46,5,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5,50,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.53523736,127.1201544,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000006,송파동,공영,노외,서울특별시 송파구 백제고분로44길13-25,서울특별시 송파구 송파동 128,82,5,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5,50,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.50702452,127.1133413,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000005,삼전동,공영,노외,서울특별시 송파구 백제고분로32길 25-17,서울특별시 송파구 삼전동 175-8,196,5,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5,50,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.50024821,127.0958792,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000004,천마,공영,노외,서울특별시 송파구 성내천로33가길 20,서울특별시 송파구 마천동 산 1-5,141,5,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5,50,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.50024799,127.1548402,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000003,마천동3,공영,노외,서울특별시 송파구 마천로 301-1,서울특별시 송파구 마천동 128-4,47,4,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,100,5,50,0,0,75000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.4960533,127.149782,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000002,마천동2,공영,노외,서울특별시 송파구 성내천로299-7,서울특별시 송파구 마천동 364-5,114,5,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5,50,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.49427949,127.1562576,Y,2026-04-23,3230000,서울특별시 송파구
123-2-000001,마천동1,공영,노외,서울특별시 송파구 성내천로43길 6,서울특별시 송파구 마천동 214,215,5,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,50,5,50,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.4952871,127.1555585,Y,2026-04-23,3230000,서울특별시 송파구
123-1-000009,새마을시장,공영,노상,서울특별시 송파구 석촌호수로 80,서울특별시 송파구 잠실동 209,9,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,250,5,250,0,0,0,카드,*면제 - 모범납세자·성실납세증·구정유공주민 표지 부착차량(1년간)*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.5091148,127.0863248,N,2026-04-23,3230000,서울특별시 송파구
123-1-000008,석촌역,공영,노상,서울특별시 송파구 백제고분로 379,서울특별시 송파구 송파동 67,40,1,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,500,5,500,0,0,0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,1899-7275,37.50595877,127.1077074,N,2026-04-23,3230000,서울특별시 송파구
123-1-000007,비석거리,공영,노상,,서울특별시 송파구 가락동 95-6,29,4,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,100,5,100,0,0,70000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.49543459,127.1173449,N,2026-04-23,3230000,서울특별시 송파구
123-1-000006,문정골길,공영,노상,,서울특별시 송파구 문정동 41-14,68,3,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,5,150,5,150,0,0,0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-400-1633,37.48811167,127.1247612,N,2026-04-23,3230000,서울특별시 송파구
123-1-000005,로데오길,공영,노상,,서울특별시 송파구 문정동 3-2,38,3,미시행,평일+토요일+공휴일,10:00,22:00,10:00,22:00,10:00,22:00,유료,5,150,5,150,0,0,0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.49000803,127.1237652,N,2026-04-23,3230000,서울특별시 송파구
123-1-000004,위례성길(방이습지),공영,노상,,서울특별시 송파구 방이동 452-4,39,3,미시행,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,150,5,150,0,0,80000,카드,*버스:15면 주차*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.50880282,127.1351487,Y,2026-04-23,3230000,서울특별시 송파구
123-1-000003,위례성길,공영,노상,,서울특별시 송파구 방이동 12,83,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,5,250,0,0,0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.51541561,127.1180314,Y,2026-04-23,3230000,서울특별시 송파구
123-1-000002,봉상시길,공영,노상,서울특별시 송파구 올림픽로 8길,서울특별시 송파구 잠실동177-8,48,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,5,250,0,0,0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.51080658,127.080061,Y,2026-04-23,3230000,서울특별시 송파구
123-1-000001,교통공원길,공영,노상,서울특별시 송파구 올림픽로 35다길,서울특별시 송파구 신천동 10-2,64,2,미시행,평일+토요일+공휴일,09:00,21:00,09:00,21:00,09:00,21:00,유료,5,250,5,250,0,0,0,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구청,02-431-0166,37.51636905,127.1035105,Y,2026-04-23,3230000,서울특별시 송파구
104-2-000016,50+동부캠퍼스 공영주차장,공영,노외,서울특별시 광진구 능동로3길 73,서울특별시 광진구 자양동 57-153,164,3,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,200,5,200,,,,신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,,,Y,2026-04-17,3040000,서울특별시 광진구
104-2-000015,배나무터공원 공영주차장,공영,노외,서울특별시 광진구 동일로76나길 20,서울특별시 광진구 중곡동 695,94,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,200,5,200,,,,신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,,,Y,2026-04-17,3040000,서울특별시 광진구
104-2-000014,구의2동 복합청사 공영주차장,공영,노외,서울특별시 광진구 천호대로136길 55,서울특별시 광진구 구의동 63-7,81,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,200,5,200,,,,신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.54707799,127.090118,Y,2026-04-17,3040000,서울특별시 광진구
104-2-000013,구의2동 주택가공동 주차장,공영,노외,서울특별시 광진구 자양로 307,서울특별시 광진구 구의동 30-9,90,2,미시행,평일+토요일+공휴일,09:00,18:00,08:00,18:00,00:00,18:00,유료,5,150,5,150,,,,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.5529341,127.0928443,Y,2026-04-17,3040000,서울특별시 광진구
104-2-000012,중곡3동 마을공원 공영주차장,공영,노외,서울특별시 광진구 용마산로33길 25,서울특별시 광진구 중곡동 195-1,162,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,150,5,150,,,,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.56991861,127.0846836,Y,2026-04-17,3040000,서울특별시 광진구
104-2-000011,구의3동 공영주차장,공영,노외,서울특별시 광진구 광나루로52길 83,서울특별시 광진구 구의동 219-15,159,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,200,5,200,,,,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.53915358,127.0913608,Y,2026-04-17,3040000,서울특별시 광진구
104-2-000010,구의1동 공영주차장,공영,노외,서울특별시 광진구 자양로18길 78,서울특별시 광진구 구의동 243-78,172,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,200,5,200,,,,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.53826965,127.0878657,Y,2026-04-17,3040000,서울특별시 광진구
104-2-000009,광진광장 공영,공영,노외,서울특별시 광진구 광나루로 389,서울특별시 광진구 군자동 374,33,2,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,250,5,250,,,130000,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.54769328,127.0732156,Y,2026-04-17,3040000,서울특별시 광진구
104-2-000008,능동 공영주차장,공영,노외,서울특별시 광진구 천호대로112길 56,서울특별시 광진구 능동 205,77,2,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,200,5,200,,,,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.55404255,127.0802429,Y,2026-04-17,3040000,서울특별시 광진구
104-2-000007,자양4동 공영,공영,노외,,서울특별시 광진구 자양동 5-5,83,1,5부제,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,250,5,250,,,130000,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.53864952,127.0681734,N,2026-04-17,3040000,서울특별시 광진구
104-2-000006,자양유수지,공영,노외,서울특별시 광진구 뚝섬로52길 58,서울특별시 광진구 자양동 594,281,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,200,5,200,,,,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.52953686,127.0782846,Y,2026-04-17,3040000,서울특별시 광진구
104-1-000005,중곡동복개천 노상 공영주차장,공영,노상,,서울특별시 광진구 중곡동 150-196,72,3,5부제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,300,5,300,,,100000,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,,,N,2026-04-17,3040000,서울특별시 광진구
104-2-000004,화양동 공영,공영,노외,서울특별시 광진구 군자로 22,서울특별시 광진구 화양동 63-2,44,3,미시행,평일+토요일+공휴일,00:00,23:59,00:00,23:59,00:00,23:59,유료,5,200,5,200,,,100000,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,37.54529787,127.0711809,Y,2026-04-17,3040000,서울특별시 광진구
104-1-000003,신성시장길 노상 공영주차장,공영,노상,,서울특별시 광진구 중곡동 453,30,3,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,300,5,300,,,100000,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,,,N,2026-04-17,3040000,서울특별시 광진구
104-2-000002,동서울호텔길 공영주차장,공영,노외,,서울특별시 광진구 구의동 598-1,26,3,5부제,평일+토요일,09:00,18:00,09:00,15:00,00:00,00:00,유료,5,300,5,300,,,100000,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,,,N,2026-04-17,3040000,서울특별시 광진구
104-1-000002,동서울호텔길 노상 공영주차장,공영,노상,,서울특별시 광진구 구의동 609-1,67,3,5부제,평일+토요일,09:00,18:00,09:00,15:00,00:00,00:00,유료,5,300,5,300,,,100000,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,,,Y,2026-04-17,3040000,서울특별시 광진구
104-1-000001,송림식당길 노상 공영주차장,공영,노상,,서울특별시 광진구 자양동 712,66,3,5부제,평일+토요일,09:00,18:00,09:00,15:00,00:00,00:00,유료,5,300,5,300,,,100000,현금+신용카드,50퍼센트 할인(2자녀 이상+경차+저공해)+80퍼센트 할인(장애인+유공자),서울특별시 광진구청,02-2049-4535,,,Y,2026-04-17,3040000,서울특별시 광진구
352-2-000011,대릉원(황남지구)공영주차장,공영,노외,경상북도 경주시 첨성로 300,경상북도 경주시 황남동 157-4,181,1,미시행,평일+토요일+공휴일,09:00,20:00,09:00,20:00,09:00,20:00,유료,30,500,10,200,,10000,,카드,"50할인(장애인및국가유공자,고엽제후유의증환자탑승시,저공해자동차표지부착차량,경차,임산부-경주시민,세자녀이상다자녀-경주시민,병역명문가),요금면제(도로교통법제2조규정에의한긴급자동차,성실납세증스티커부착차량)",경상북도 경주시시설관리공단,054-750-8714,35.83295639,129.2128046,Y,2026-04-16,B553745,경주시시설관리공단
352-2-000010,동천동공영주차장,공영,노외,경상북도 경주시 백률로 53번길 27,경상북도 경주시 동천동 987-7,240,1,5부제,평일,09:00,20:00,00:00,00:00,00:00,00:00,유료,30,500,10,200,,10000,45000,카드,"50할인(장애인및국가유공자,고엽제후유의증환자탑승시,저공해자동차표지부착차량,경차,임산부-경주시민,세자녀이상다자녀-경주시민,병역명문가),요금면제(도로교통법제2조규정에의한긴급자동차,성실납세증스티커부착차량)",경상북도 경주시시설관리공단,054-750-8711,35.859396,129.2250624,Y,2026-04-16,B553745,경주시시설관리공단
